,Unnamed: 0,Volume,ocPercentAMD,ocPercentINT,ocPercentSP,hlPercentAMD,hlPercentINT,hlPercentSP,Days to Earnings,tyPercentAMD,tyPercentINT,tyPercentSP,Volume.1,What Day,Labels,Days Since Election,ocPercentBTC,hlPercentBTC
4730,4730,130799900,-1.6986669128507992,-1.4895968679256466,-1.1855806923625978,5.113636363636377,2.0521926365294485,1.8459813244603664,78,1.5401952839896538,0.11118300842376527,0.2484806639726056,28368500,4,0,710,-0.5195385603754099,2.1371150362318847
4729,4729,79623700,-3.907078493488214,-0.23913260869565803,-0.08749110202275201,5.98068722139673,1.7347408490395066,1.2628425828839165,77,-0.8058571723757235,-0.5229832321417051,-0.2566544010627614,26638800,3,0,709,1.2214085781333983,4.118088422024702
4728,4728,89466900,5.820507165621747,2.31625156720483,1.5492987926074118,7.871608712265954,2.6321569202695905,1.6823839763670634,76,0.8161816891412377,0.13060731673066872,0.06227935487763681,23124400,2,0,708,-0.16936235074942463,1.5975352313573277
4727,4727,92529000,-0.4548862947265309,-0.22406900685483236,-0.4718104453597993,3.9611650485436916,1.5751575511961493,0.9807081303439658,75,1.4089832444782902,0.830907272196435,0.5911032746763523,21472000,1,1,707,-3.642348076818447,5.570935243585717
4726,4726,70523500,-1.6062756817332824,-0.8614954716147594,-0.12308632800813735,5.064273470977777,2.5096088627628355,1.6974207163915622,74,0.15185649202733575,-0.5570409858056791,-0.11925009448497947,21633000,0,0,706,1.9967829607854037,3.0826003717987716
4725,4725,111059400,2.263536782538411,-2.037656609627625,-1.7465707057410795,6.7209860171481015,4.299110450491672,3.122286310981015,71,5.8102808620664295,2.3513452407868174,1.545608557183864,32087400,4,0,703,-0.5708297713923338,1.4598540145985384
4724,4724,147013800,-8.692472925218143,-2.7355665928014194,-3.0696952924006204,9.995985547972698,2.946428637197074,3.2015939607123567,70,-1.0400000000000076,0.7812567138673288,-0.3162536693034457,43648800,3,1,702,1.0674172960619899,2.3039270845054416
4723,4723,147682900,4.168260038240912,-1.335313692242479,-0.07527890596986664,6.5769192307692395,2.3205800962488032,0.7153140747715891,69,0.5139464023494744,-1.0526273051047808,-0.2235911664331125,43109500,2,0,701,0.48731305662914615,2.3221205144044355
4722,4722,105461800,-1.0101047512158678,0.14906303554222955,0.23978561232940174,6.086294533370352,1.784174548581241,0.9562930544950276,68,-1.1715760079960778,0.31894748711349674,-0.06656157525964934,23285700,1,1,700,-1.8199312714776594,3.2461855204896084
4721,4721,103789500,-2.565016031350187,-2.488080033174378,-0.5846593250043997,5.718525807649443,3.600514359194196,1.4062661303512858,67,-2.266910420475321,-0.1488411683785107,-0.2786291377624539,19376800,0,0,699,4.231606692642664,5.202842081136838
4720,4720,88008500,-0.7502643801357456,-1.4537244062244103,-0.6076691867876072,5.334303787566519,2.60395217563949,1.2434501640090856,64,1.043912849391182,0.20776853921111726,0.032048826882591364,28901400,4,0,696,-2.977232924693529,4.157549234135671
4719,4719,95831200,-2.100554335380367,0.2879452959264617,-0.21079756469376545,10.09795741906716,2.3887973148929875,0.6332666745079152,63,-1.5476609215617332,0.16407301739431726,-0.21055856855537455,30108300,3,0,695,-0.5364154177957214,2.038581416898322
4718,4718,190137200,-5.564594858444517,1.2418438746303548,-0.01265876577731806,7.5741710296684195,3.296705409974643,0.4127535912569424,62,0.06892143349415125,1.0810832050346386,0.28254513335810305,39211900,2,0,694,0.36633086337523046,2.5988605427857747
4717,4717,145276500,2.378621623374988,-0.7266509782720476,-0.0580923619102669,5.487603305785127,2.2077921600045065,0.6562967184574164,61,-2.1960534691279454,2.2820171736917643,-0.027013666060127228,42121100,1,0,693,-9.42974188846164,12.509474748041892
4716,4716,94742900,-4.187353958600881,3.6606796067663265,0.13573574707603786,9.339556370913924,5.037397823083989,0.4481523301805623,60,-0.6474522708789898,-1.0573059619939484,0.42244830384867693,23796200,0,1,692,0.176278015613196,1.43272267845862
4715,4715,165453500,2.2912711145238296,-0.06534306251360089,0.08071361870758409,3.950309141456176,0.962164880822214,0.6169915778391655,57,-1.073942927278304,-0.5667000748321716,-0.1362378517501761,46223500,4,0,689,-0.371318179537361,3.2309604118586854
4714,4714,87934400,-0.6481573673976948,-0.7384882550285021,-0.37744547701695774,2.7742718402986144,1.5796335419204333,0.9599443636719941,56,-1.02515691286601,0.4595164013234898,0.1954573191286446,15415500,3,1,688,-0.4595060310166543,2.090989735141302
4713,4713,79347300,-1.8384569017480423,-0.6707074714256467,-0.21185731154274026,4.380239340796499,1.288209635113735,0.3517863943568456,55,-0.5219465766042375,0.2831648878240278,0.048701483463431394,23957700,2,0,687,5.769078373880654,7.332712518291862
4712,4712,118570200,4.7542629217559815,1.2956143101789053,-0.08419247301620914,5.629252669039153,1.8418157381661748,0.3831642346711517,54,1.7479269626517135,-1.4708995949690773,0.08152042751075061,23389900,1,0,686,-0.45755758914484135,2.061554789068709
4711,4711,118332600,-0.5450496779400682,-0.976228798307066,-0.2414255157335732,4.885143966353934,2.2643929752942156,0.4714481005343441,53,0.35460670535139016,-0.7501050150021338,-0.2676016141316073,17847000,0,1,685,0.5872239121809342,2.7930107526881853
4710,4710,129792900,-2.8660375617468925,0.897823875541337,0.3774328474032361,5.091390505593684,1.8056771281169448,0.5161459827870862,50,0.032075048107760296,-0.16949575912085235,0.20506730359122205,52650600,4,0,682,-2.426369995611888,3.2720490274447123
4709,4709,123116500,-0.9835057106598932,0.13018442178345244,0.04644096038284306,4.326450344149446,1.1985182218025472,0.2940967002091899,49,2.8516469994119613,1.36510719977867,0.4050973778262357,21999300,3,0,681,1.6825471821928284,3.362437302619359
4708,4708,124287000,-3.2131007448862987,1.1408424247107307,0.4694323615040741,6.955121571951238,2.4664148865888524,0.7175399676839556,48,-1.2840588787973672,-0.021687636515721483,0.07884967353617434,15918900,2,0,680,2.6930853214718997,4.090710621111238
4707,4707,176673200,2.1417322834645702,0.2870324511584643,-0.5175932680727581,5.158227848101249,1.5711507318245443,0.6406432964134456,47,1.726802343509104,0.35227654567489,0.06715386898001885,20528100,1,0,679,-2.7705695787790585,4.394883568383068
4706,4706,180410600,4.104362074451173,-0.5242420385373814,-0.04816655276854709,8.349701756722293,1.36715110770238,0.4327011093235855,46,-2.9645506428927164,-0.5489679282176585,-0.03958381840553082,17603200,0,1,678,2.880103554285096,4.214528173794974
4705,4705,217762800,-8.082026537997578,-0.2408056042031537,0.2530277284648053,14.295272370429425,1.6404278066852518,0.3580359476140327,43,3.1167979002624686,0.4608272986613926,0.07575119488152371,22998700,4,1,675,-4.008701056556863,5.508658008658007
4704,4704,304147100,7.689732530926107,0.8303388503065889,0.021808163013226082,9.643463170001263,2.088059416975496,0.5366056982125889,42,2.949397794144604,1.6692632984642852,0.2745031435315681,18657100,3,0,674,7.652421175880231,9.389987379049236
4703,4703,197889600,0.26648900732846315,-2.326086956521745,0.5683241088860758,4.153894989652862,2.539541157040337,0.8978711564758157,41,-0.6312292358804039,-0.8235010015579802,0.013855999183687295,29778700,2,1,673,-5.443665313439128,7.35228038643001
4702,4702,159902500,6.181168738898758,-0.5584235275252647,-0.14784566331511595,7.507183908045968,1.1464373783257598,0.38213562262980894,40,0.43493142974009297,-0.6479460183141716,-0.1932417105272366,32455300,1,1,672,0.8211969809716058,4.390946390239914
4701,4701,162253800,1.5578635592679246,-0.9805990193988424,0.11923333268519798,5.4850785628760566,2.4158735458180702,0.6874691422028567,39,2.8122754862043737,0.2368137731579401,0.33812824652912354,21522400,0,1,671,-6.535671701112877,9.634162926696588
4700,4700,123348700,-0.9957360954574668,-1.0469012163694005,-0.3666031209242249,5.112169727393524,1.5886465068554625,0.8635334989911092,36,-3.1609231321839126,-0.7405798028175979,-0.3401622221059553,25958300,4,1,668,2.068703257700588,6.755625459803638
4699,4699,143942900,-3.0601836110166536,-0.06282513089004294,-0.10340296892039637,11.549929210134135,1.3692816227242055,0.6009913194935379,35,-1.3679375657663972,0.08381600830225099,0.001377656949741457,19318100,3,0,667,-0.5019801730444251,3.393433386262368
4698,4698,257349000,9.523801345675187,-0.8681314413366836,-0.008284201481234543,9.933519749706685,1.8292661516134068,0.521641992226396,34,4.811122765898901,-0.4378628114650174,-0.1770928170950925,20857200,2,0,666,2.9473629541146185,4.561348161001133
4697,4697,192541300,1.1249538419025429,0.9799854249371576,0.10867842521298243,2.10356400095324,1.3355655816179368,0.5045453102782371,33,1.787846642828761,-0.10323972744167298,-0.1571610386475908,15682900,1,1,665,-5.5040243423635555,9.670178774195248
4696,4696,65206400,-1.5816606729276206,-0.5770774938169798,-0.2684846768378324,3.675282714054928,1.5387856103139974,0.59546390853491,29,0.0,-0.5804373722870237,-0.09512728182805574,16484000,4,1,661,10.544586678238232,12.943968574390308
4695,4695,103607300,3.4482757205141383,0.10266734902120156,0.4626569994929053,5.8309037900874605,0.950411117751604,0.6244858753793769,28,0.3571428429705259,-0.4717948717948617,-0.17501811683240387,16418800,3,0,660,0.5179793353507156,7.599725839616167
4694,4694,143223200,-1.8032183457467712,0.041196705276957964,-0.13544714078717046,8.901825752835869,0.9935830885203334,0.35493416277863066,27,-2.75448314389154,0.2676569899114689,0.1069913919007348,13479100,2,1,659,4.0272263187748125,6.54343486939164
4693,4693,215771200,1.2830753294676978,0.7291624999999913,0.4177242354102884,10.840438929778283,1.5956287718742468,0.470069895806513,26,0.9897070467141722,0.4136525507198563,0.16259522830006645,13472400,1,0,658,8.552165748237538,10.924732509019153
4692,4692,325058400,4.670449585333913,0.7824042972635947,0.4311087944351089,5.866784296426998,1.7204693406767335,0.4824641824789255,25,4.003340283569656,0.7133864876206486,0.34786360286638285,17170300,0,1,657,0.5977823205104427,2.4520288911621613
4691,4691,164328200,5.191127645534309,0.25607980674178243,-0.11572459278140768,5.581840377570502,0.9847977089445071,0.5168130625860412,22,2.781511763951916,0.659857386121776,0.1879648453119387,18214700,4,1,654,-0.5880903996551612,3.314447592068004
4690,4690,113444100,3.0571941293296545,-0.4232825396825457,0.029013663204047187,3.5131174425095284,0.9164535770014304,0.4023035241984996,21,1.387564593301449,-0.4038214751077796,-0.05346349398791528,31343200,3,1,653,-2.038969656753331,4.298083836078903
4689,4689,62002700,2.102102102102088,2.057434633519084,0.05067083445220444,2.819732989942958,2.594337534183921,0.4162383695971883,20,-0.588230392156841,-0.7769823766690998,-0.06880889103708654,23182500,2,1,652,-4.353470659511849,5.772040915733068
4688,4688,55629000,0.960075747343314,-1.1689670811682706,0.1093270358538012,3.77260981912142,2.013422862381953,0.3206282361333468,19,0.0,0.34408602150537426,0.1561037056932557,19254300,1,1,651,2.238805970149249,3.870509557909685
4687,4687,62983200,3.399576182030528,0.21276170212765064,0.41608468097544815,5.819540843566463,2.2879278097160283,0.7728295622577042,18,0.10116843702578926,-0.10615499389192706,0.13332897643247854,24334000,0,1,650,-1.522945324239977,4.059822681274072
4686,4686,60616600,-2.6686856662293312,-1.2146638743455451,0.3266889000913542,4.259740259740252,1.9128629524519212,0.6728042761617647,15,-1.0863890325918055,-0.3603943337033844,-0.0834259651430247,26382000,4,1,647,-2.9829824217107337,6.144694816421015
4685,4685,69733700,-0.8056394357684127,-0.6697363053523753,-0.33875542940963177,4.687494547526327,2.345411413841725,0.9084764295625548,14,0.8121826998892079,0.6110429964400144,0.4637369634727717,24358000,3,0,646,3.999650176369407,7.400268675895094
4684,4684,86355700,0.2503805833941275,-1.1300575767436816,0.4271779035814216,3.3112686353168113,2.3294773418897075,0.5848066760484771,13,-0.7991958041957958,-0.7065669307266709,-0.4228936381120985,26739900,2,0,645,0.2366829325307407,6.200611583759708
4683,4683,89195500,2.9749478079331926,-0.9607461553861828,-0.4771722819612023,4.236396221945782,1.7775960773543709,0.8340787542687078,12,1.2164166244297947,0.4540701660666669,0.2108468722957557,23061600,1,1,644,-2.4708598136168103,11.525924103573404
4682,4682,81411300,-0.1571555788370982,0.7008864440687157,-0.19795953341084085,3.3421750663130023,1.8012402029242258,0.5800068531782498,11,0.5246642457851225,0.14329580934679953,0.07694022396964595,17070600,0,1,643,-6.9682346078379425,10.882277433893384
4681,4681,65821100,-2.451481103166475,0.5615683802332683,-0.12634312294745875,3.301881551362684,1.7699054350380994,0.3681652772331123,8,-0.05235602094241232,-3.2508995462883883,-0.5144476621903205,28712400,4,0,640,-4.711856698921202,5.5481780516307255
4680,4680,46653400,0.616654707947295,0.7258084970084067,0.03185085314560965,2.6479750778816147,1.3956351414974757,0.32770970111757336,7,0.0,-0.20015612890623705,-0.017846870166393636,23795600,3,0,639,1.5026026308366802,7.182421967290575
4679,4679,52081400,0.15359958250895644,0.5462290107222323,0.08858893348200336,3.301881551362684,0.8500344059906961,0.2629629053023663,6,-0.5112474699001668,-0.2012132756295082,-0.05807035380903657,21990600,2,1,638,-6.309641131649157,8.778874449855456
4678,4678,72822600,2.8586608183515554,1.0867315972934,0.3559447401913829,5.308786853130386,2.0488431291390663,0.610373102845374,5,0.5146731857951671,0.26369371731629343,0.19365773890627214,28322700,1,1,637,-0.8531528525809073,5.134825713102575
4677,4677,83579700,-2.3759291248189647,0.2626282828282811,0.3792021740139262,3.7561130236192897,1.2405959422654431,0.4601366450672994,4,2.1633261222282485,-1.7328248693768808,-0.002114492859250916,26669000,0,1,636,3.8997697278827292,8.368833656827412
4676,4676,53232100,3.412223445239393,2.020618556701015,0.9548359992203936,4.611111111111098,2.738587080112298,1.2004914618239493,1,0.7982969239863413,0.04042037186742231,0.08489420790103175,22008200,4,0,633,-5.9835226214857595,9.763560500695423
4675,4675,52867100,0.7633587786259666,1.5605492808874466,-0.27682894741992703,3.4388700873362543,1.8958333333333188,0.712082944639203,91,-1.6774891774891665,-0.6351177907166994,-0.4578200624922646,26452500,3,1,632,0.7267612237721321,7.23325121963001
4674,4674,75495200,-5.271317829457378,-0.2902238685645209,0.2334764922855559,6.7323481116584585,2.0759090391258006,0.5840296024808067,90,0.054555373704312515,-0.08315384961138372,0.17327345310402809,28060700,2,1,631,10.31967721911855,13.588868197806757
4673,4673,118403400,0.10309278350517648,0.1259668249849577,-0.5817631074849228,4.505443009085619,3.3599009261253703,0.8444943943015426,89,-0.3604531410916545,1.1532879252105002,0.2544024031501335,36581200,1,0,630,0.6822383667942633,6.312706762839615
4672,4672,160823400,-0.6816937598321915,-2.214926259841099,-0.827837148441235,8.57454989484161,3.6225800336983967,1.2402284947192754,88,2.4287168728238,-0.10486367449664692,0.00638323822235165,35696600,0,1,629,-5.515882787490767,13.565954671449521
4671,4671,161903800,6.9347319347319525,-0.5529094270179447,0.068769454552009,9.625674390968529,2.525546607394391,0.3636371254712501,85,3.9237057220708365,-6.518408742331294,0.17304884339752746,67816700,4,0,626,3.6196209473764673,15.52473721864509
4670,4670,192661100,-1.5337424253829668,0.4213771388886789,1.0057772817535948,4.2620801526717536,2.661971031513,1.0753354372160295,84,6.915894511893739,0.03814800686630093,-0.3717434127486152,28282500,3,1,625,-10.845291428831327,17.613502551354188
4669,4669,82604900,-3.3432776119402874,-1.099313915819322,-0.009927748158267136,4.655493193327542,2.342544072866959,0.6712581538542484,83,0.6794193527226877,0.05749137600612464,-0.09466466078469347,19854800,2,0,624,0.8507418193492322,5.4904467646849975
4668,4668,58201500,1.1536187707115395,1.043077071663112,0.2790133581608289,4.9056603773584895,2.2793648050120963,0.4819155575624068,82,0.5402160864345751,0.8602504136828282,0.4880673213778941,17788700,1,0,623,-6.249999999999989,8.029079531598683
4667,4667,44940800,-0.9603841536614643,0.15434689738194066,-0.09698422037324184,2.6763866985165974,1.4416481027996086,0.3460680842351627,81,-0.18182424242425554,-0.2696975534578927,-0.09494351641405883,15945500,0,1,622,2.5580367013044336,7.983155019348964
4666,4666,42879800,0.0,0.7364380130402193,-0.17370893818760005,1.9939578244083207,1.8805073825760357,0.43860848970731503,78,-0.2992160562068191,-0.2885686802616361,0.002141530196730912,17380500,4,0,619,-7.351134409042515,17.346628279849252
4665,4665,41267800,-0.5312927667477707,-0.28918064949258193,0.1518849965729263,2.658616474840869,0.9714396547223724,0.3874035480550431,77,-0.8308664688427392,-0.23202435746280115,-0.22197596764791386,15954600,3,0,618,-13.719878453819511,17.20933120821344
4664,4664,40881500,2.2424303030303068,1.3712066869971953,0.7245427363606671,2.4271783980582384,1.7055538798492087,0.894507144937351,76,0.4149377347399064,0.23188212560385504,0.06406894230770455,14649000,2,0,617,0.6635829923501202,2.0016027067936815
4663,4663,42313500,0.9744214372715998,-0.2684640357252577,0.03824409296904197,3.595368677635591,0.8675554437546751,0.279232341304958,75,-0.4825090470446214,-1.845797033101204,-0.3248194244943492,15754500,1,1,616,-0.25549128845675506,1.5122091559679252
4662,4662,65275300,-2.458033573141482,-0.3435133456674233,0.15660481694184106,2.8976697224210923,1.2751159688993985,0.4599396161953706,74,0.9219422249539201,-0.13404633983059575,-0.1410037417068355,15951500,0,1,615,-1.5252904691185454,3.754715959347976
4661,4661,40614100,0.9140706886044958,0.5763669659244464,0.5443544551283486,2.503064865876992,1.4498356852890026,0.6359788251633525,71,0.7246437635654468,0.09551862829106916,-0.048604933049967165,13749300,4,0,612,-2.307823710283574,9.18259319106256
4660,4660,44188100,0.7430340557275539,-0.9479551353831496,-0.20864832464401184,3.183526841448203,1.3283844760379804,0.5464146028258288,70,0.8604794099569713,1.6601523113251468,0.328760172394138,20292700,3,1,611,-9.122867053461714,14.84375
4659,4659,42544100,-0.24111512959614775,0.1151669909852826,0.1893460742564468,2.084616927321714,0.8101813271604863,0.33522194906117075,69,-2.4169125327439644,-0.9010755368098144,-0.5018189859977373,18665600,2,1,610,-0.090132090132089,1.254168819578183
4658,4658,37093000,-0.7172683801554114,0.4260302173902275,0.30803224647473204,4.143475572046995,1.7450960784313632,0.5023918642552028,68,-0.1204154051525963,0.4627786258623479,0.15768207842883353,17362900,1,0,609,-0.15515903801396336,1.0375386151589838
4657,4657,58525500,5.412377577319583,1.1817983060862682,0.8087189353733315,5.878546511627891,2.1825356276771624,1.1300408182121302,67,2.2616074412220355,0.525598608635347,0.5725028665165999,21361600,0,0,608,0.2956232204260001,1.4577763799339394
4656,4656,65101700,2.4454725710508773,1.5406162464986162,0.4559214397304778,3.1957390146471365,2.432158793969852,0.8030153621621627,64,0.1290322580645098,0.03940886699507207,0.039093073480334084,19968000,4,1,605,0.23705921801651098,0.7798243835488217
4655,4655,40703300,-1.3806706114398493,-2.194545188036956,-0.7335553696959596,2.540106951871657,2.8929819947400404,0.9376121964435268,63,0.8666666666666822,1.0309257927849869,0.4043155408426813,26163500,3,1,604,-0.954617071889774,1.6604068857590137
4654,4654,32094000,2.4324324324324302,2.3654159387149987,0.8044514831764493,2.985074626865658,2.9490025415112697,1.0489286394329334,61,0.32981530343008103,0.7569740885065013,0.2405851408410875,16327900,1,0,602,-1.3906447534766109,1.7165921779069837
4653,4653,43398800,-2.7255029201817,0.3634161187848983,-0.32120824367789513,3.404539385847793,1.232325252525257,0.9282451161616744,60,-1.2675116744496284,-1.3478133443534992,-0.4936842822128584,23755500,0,1,601,0.9564669157786199,1.4195632113195966
4652,4652,41527800,3.09764309764311,1.3791642083505806,0.6529137613145329,4.1355932203389845,2.0412412371134003,1.2017168756262686,57,0.6531678641410911,0.5685258883248556,0.3983280172361159,28906500,4,0,598,0.656306111076721,1.0556383507203115
4651,4651,48716800,-4.345047923322687,-1.1755208755573676,-1.05627988482756,5.347593582887701,2.6871815384615467,1.7304050198406309,56,-0.8016032064128376,-0.3691468568148726,-0.034817439454148946,29055700,3,1,597,-0.2855731530363337,0.8940093598893029
4650,4650,56014300,1.1749347258485532,-0.5605665553440109,0.034529776776914815,3.31125827814569,2.127226456093445,0.6374213203464096,55,0.967741935483879,-0.6643809407844037,0.19793511282228948,33338800,2,0,596,1.440606307350234,2.3460226111294613
4649,4649,54213500,-3.3887468030690653,-0.8989623177237616,-0.9431439826046106,8.253094910591475,3.686635944700467,1.6404384485521506,54,1.3898080741231,-1.4987142870974912,0.18586377508171825,37543000,1,1,595,-0.5961553428282418,1.3125965144495932
4648,4648,94418400,0.12674271229404788,-0.2280482749534074,-0.2140748088956812,2.249357326478152,1.5105181933177558,0.4174110424691513,53,-1.0126582278481069,-2.5333371428571394,-0.4334106206836608,45356500,0,0,594,0.3780954612920828,0.8355630662348013
4647,4647,59257100,-6.006006006005991,-4.027219491959921,-0.7048770364710633,9.120316946959894,4.986523007056665,0.9069460597958878,50,0.8306709265175627,0.8239126427268095,0.4011269696223341,34682100,4,1,591,0.5435209475486591,1.0638632715369356
4646,4646,95638400,-1.841948900772428,0.5076142227413705,-0.08700891485458051,4.642626472655653,2.011768874772613,0.3961849462769339,49,0.7869249394673039,1.7209166053295366,0.07082523711889888,44435600,3,0,590,0.6005151788113006,2.363450413883461
4645,4645,76280600,-0.9495489614243292,1.5151534621241636,0.38444911034316576,6.008596321802372,2.062451772119278,0.7968864158210964,48,0.8388196022276917,0.4912129227281348,0.25844920066186994,21403000,2,0,589,-0.17359193270944928,2.4285601203198004
4644,4644,92542900,5.747843016069233,-1.9889466296306837,0.28780062433364506,7.501556571702218,3.744743981658383,0.648135454448151,47,-1.5195849491768,-2.0293160084683293,-0.7837761153672851,31780900,1,0,588,-2.3295971384961756,2.977577054116143
4643,4643,104317400,1.7434683526443615,-0.1087493242250881,0.06767573315287212,4.424778761061932,1.465736479819113,0.7632925431761306,46,-0.9791921664626724,-1.4697912997678977,-0.498977336764217,40764400,0,1,587,-0.13087796015150976,0.6345570482263252
4642,4642,77612200,-2.226239336568048,0.16230838300617112,-0.02586836818236904,7.766373555840823,1.2323323667995822,0.4516459060143863,43,-1.1692369230769328,-0.6661919217466394,-0.16927144453087184,39194700,4,1,584,-0.2427035330261118,0.931461142777712
4641,4641,113048600,3.2258064516129004,0.09094034194252476,-0.4415467427747011,4.689480354879594,1.4387197231833904,0.6062050923208551,42,1.838241421568632,0.7632237100349659,0.2730939757648043,23419800,3,0,583,0.04610419548178868,1.1079479879972265
4640,4640,90227300,0.06313131313131493,-0.09112265520544448,0.04487363426277646,3.3700583279326013,1.4939099687585555,0.3965776306505964,41,-0.2523659305993631,0.2918642831083451,0.03910662438508794,22631400,2,1,582,-0.3903559127439671,0.8210737117769318
4639,4639,67002600,3.4188034188034067,-0.5109470896158208,0.06546583474871248,5.862758161225856,1.5296756922106969,0.3611304086326372,40,0.6993006993006867,0.6419644167277916,0.1294068296189721,23294900,1,1,581,-0.007655560999508815,1.0915892435531704
4638,4638,80737600,5.027548209366394,-0.9179301490653268,0.4768873318897526,7.127882599580704,1.90267288693744,0.5717130434287565,39,-0.2622950819672121,-0.4541326149706149,0.041377854431234866,25752400,0,1,580,-0.4558899765193858,1.1245288823936717
4637,4637,81930500,-5.938092229943148,-1.827120584227704,-0.16108931896040568,7.54208754208754,2.4811237411205282,0.7151755923335834,36,-2.484889187374084,-0.572655680517975,-0.1635171045270334,30822900,4,1,577,-0.41318547774570336,1.2742170150853882
4636,4636,99860300,3.981420039814188,0.8844861292143236,0.6937291564514725,4.654255319148937,1.7475017208451682,0.8706669312837034,35,1.02105934907466,-0.1928826967014241,0.08981513560630816,27596100,3,0,576,0.1079700117094351,1.1434226552984317
4635,4635,97089000,0.0,-0.6502688699378312,0.012373765847994987,1.982228298017774,1.600850202759685,0.4781912441341962,34,1.4814814814814836,0.0,0.16188703873236676,22955400,2,1,575,0.929096856427658,1.5055650487230343
4634,4634,56122700,0.6097560975609762,-0.3157270765033138,0.1896725407487088,3.1680440771350016,1.4441687468152333,0.3145319125914092,33,0.0,0.12317437539417495,0.05787838275135292,21687000,1,0,574,-0.9792591691502928,1.4799674192011558
4633,4633,74546000,3.0042918454935563,2.220633954154727,0.5855801039811093,3.4482758620689724,2.329747353579692,0.6705403806438692,32,2.4999999999999907,-0.12264190179952505,0.25779833023877874,22538100,0,1,573,-1.7339053227903967,3.149787155850925
4632,4632,71677900,-0.07278020378457263,-0.8442554641370781,-0.577364042200712,1.753104455807164,1.452960380440249,0.8079472040154467,29,1.820830298616172,1.1594184572569108,0.4964358788850154,31183200,4,1,570,-0.4807334533926566,1.6285516285516222
4631,4631,46797700,2.5222551928783417,-0.3757362743914139,0.7985434791283996,3.4866468842729814,1.0427939777560846,0.995776270879456,28,-0.5788712011577379,-0.01796336206896232,-0.11123417274079284,30962100,3,0,569,-0.10577438770036363,2.878682998766058
4630,4630,58186400,-0.6691449814126393,0.3628465232736966,-0.5637478474734836,2.7903469079939787,1.8244845498178288,1.2649333443049526,27,0.8982035928143839,1.0303669558929809,0.4673040418454733,24711500,2,1,568,5.89555541505975,16.7962921812006
4629,4629,39578500,1.0447761194029679,1.1678832329905742,-0.0833463033602766,2.694610778443129,1.7601741518119771,0.4556229321493799,26,-0.6646971935007406,-0.577200587611848,-0.5960310045123429,24253500,1,0,567,0.08225765628955273,1.4428571428571457
4628,4628,43850100,2.679938744257271,-0.7792678506705286,-0.1164408983243992,3.0698388334612363,2.1614594095425987,0.9082614580393722,22,-0.07457121551081025,0.09132237442921463,-0.1525028589300259,18550000,4,1,563,0.4832069683531115,0.7401158719042567
4627,4627,47785700,1.314771848414531,2.2407388888888717,0.7115033693063433,2.170542635658901,2.5817236255571974,0.8780102400250955,21,-0.3053435114503733,-0.05433617196768381,-0.0859805570015415,19667100,3,1,562,0.835042954224896,2.223367919056529
4626,4626,44517800,-0.15384615384614886,-0.5116005846884653,-0.5076121501822684,3.38316286388669,1.8501387946371568,0.7480163664518535,20,-0.3852080123266655,-0.8264481023609216,-0.3839306876466053,20555400,2,1,561,-5.725294650951939,6.707808320711539
4625,4625,43267000,-1.9622641509433936,-0.07358535552639545,-0.08700342887463243,3.3385093167701774,2.5250649364080058,0.4949183784902944,19,0.07698229407235857,0.7547864506627366,0.1950259230847129,19009600,1,0,560,-0.490181337022233,1.9537235672693942
4624,4624,49714200,-0.4594180704441064,-1.8888667135313784,-0.1611911178917902,2.71107668474051,2.0011220871306796,0.3809295897294396,18,1.923076923076916,1.6074785046729099,0.8263977205665851,25367400,0,0,559,-0.2818759745711885,0.9919404835709855
4623,4623,54063400,0.23455824863174435,0.4766306228529915,0.015439955216600687,1.8957345971563957,1.874312821547708,0.7597609018004103,15,1.8720748829953229,-0.5108593229181002,-0.10219309810801658,23679900,4,0,556,0.8864014521252406,1.6631511859057202
4622,4622,38692500,1.4240506329114,0.8676407926025753,0.3627431625362165,2.8526148969889142,1.3713899438730692,0.5748197365341934,14,-0.2340093603744209,-0.16471449789008386,-0.10101158655754228,16872600,3,1,555,0.2228522050240267,1.687666697323631
4621,4621,73364000,2.216748768472909,-1.2092414360849624,-0.2626411768187009,2.4671052631578982,2.2218054103471774,0.6173476001519518,13,1.5261044176706928,0.4636498688297408,0.04315646687738095,16260500,2,1,554,-0.6446656926390681,1.696079628724978
4620,4620,44183200,0.7413509060955503,0.2373598685411649,-0.30455283747204964,2.064409578860449,0.9134088084249647,0.6101746552686471,12,-0.4088307440719641,-0.5828779386929717,-0.4226830039059992,21712600,1,1,553,0.8338142826767259,2.2133504650024394
4619,4619,50263800,0.5046257359125228,0.09153973071291954,0.18437654131355785,2.9084687767322537,1.396286974095173,0.5670815020651698,11,1.58995815899583,0.18291934087870665,0.3941020381230232,21878200,0,1,552,1.1522153260001167,2.5463177039982687
4618,4618,43863700,1.2520868113522488,0.7882694919939315,0.6672796454940899,1.9246861924686165,1.6635897102990738,0.7975503297771747,8,-1.9785655399835125,-0.6547853765005439,-0.013591901447906896,15405000,4,1,549,-0.6427579047008303,2.0825556799800804
4617,4617,49744500,2.5751072961373245,1.0788728079937917,0.7344675048419179,3.5436473638720933,2.2184621586475384,1.0145365644863125,7,0.2510460251046176,0.3864538093485415,0.2679964302440663,18715900,3,1,548,-0.8822372204231099,10.121128767668065
